cLambda FITC,CD117 PE,CD20 PE-CF594,CD138 PC5.5,CD27 PC7,cKappa APC,CD45 A700,CD38 A750,CD56 BV421,CD19 BV510
9821.71777,504.806641,8.35362625,1928.21899,1.0,11.0399923,1.0,2128.75171,1.0,47.8285904
8278.82813,31.3396206,134.557022,1715.43835,1.0,50.0286446,1.0,5232.9917,1.0,30.5052814
562.341309,3.24876833,95.6023941,873.788269,1.0,29.9614315,17.3093719,1582.04517,1.51247251,1.0
1286.39722,5.57306051,547.370422,827.882813,1.0,39.9542046,1.0,3889.05176,1.0,5.47370338
9733.77637,27.8812656,40.679451,749.894226,1.0,1.0,60.4296303,2053.52515,1.0,25.2547894
9821.71777,7566.69678,1.0,2128.75171,1.0,44.109417,94.7463455,7773.65039,1.0,673.170471
9821.71777,2090.80054,142.018097,3428.9126,1.0,11.9708509,1.0,4450.79443,1.0,203.513718
7104.97363,17.0007782,31.0590038,1252.14954,1.0,31.3396206,1.0,2838.73608,1.0,11.7574329
145.902451,107.460777,21.4798508,1144.44214,1.0,1.0,1.0,2414.41821,2.6895988,19.2821846
1526.13831,26.179945,31.9084949,835.362427,1.0,1.0,1.0,2016.91516,3.39820838,9.82171917
9821.71777,1124.0387,1.0,2571.32153,1.0,29.9614315,1.0,2436.23291,1.0,114.444214
9821.71777,1860.07898,1.0,2167.39258,1.0,105.544983,1.0,2738.41992,1.0,184.342331
9821.71777,2350.14063,1.0,1420.18115,1.0,45.3158379,59.3522987,736.525208,1.0,235.014038
9821.71777,504.806641,46.9758873,1186.36646,1.0,36.1904297,1.0,1928.21899,1.0,48.2607155
9139.81738,1.0,133.352158,2713.89941,1.0,71.6916733,1.0,3889.05176,1.0,32.4876862
5623.41309,1.0,65.5248718,777.36499,1.0,6.73170376,626.433716,1345.57019,12.5214977,2.6895988
9821.71777,1.0,97.3377609,4067.94434,1.0,43.7144508,1.0,3889.05176,1.0,3.42891145
7431.79541,48.6967583,345.989136,2502.86548,7.56669569,16.548172,1.0,6152.65479,1.0,6.79252481
9821.71777,1345.57019,1.0,3078.0896,1.0,1.0,1.0,4255.06592,1.0,115.47818
5777.2168,1.0,1124.0387,2594.55249,46.1383972,1.0,1.0,3924.19189,1.0,1.0
2072.07886,99.1045837,205.352493,2167.39258,1.0,1.0,1.0,1910.95313,1.0,22.4679031
9821.71777,90.5797653,23.5014038,1700.07788,1.0,100.000008,1.0,2267.09058,1.0,13.3352156
2641.64868,1.0,166.976837,2763.16187,1.0,27.6316166,1.0,2548.29712,1.0,27.8812656
4179.20508,40.315197,35.2269516,973.377625,1.0,63.7804375,1.0,973.377625,1.0,33.9820824
9821.71777,609.756226,1.0,1055.44983,1.0,31.3396206,1.0,2641.64868,1.0,79.8626785
9821.71777,2287.57397,1.0,3248.76733,1.0,57.2548866,192.821884,3190.85034,1.0,220.673386
9821.71777,1207.90063,71.0497284,1485.50806,1.0,31.3396206,1.0,2594.55249,1.0,122.982635
3959.64551,1.0,52.3299141,820.469727,14.2018137,51.3969727,34.5989227,1000.00012,1.0,7.77364969
2689.59961,15.1247272,250.28653,3105.89917,1.0,1.0,1.0,3554.52173,1.0,6.49381685
2329.09668,164.0,31.0590038,2090.80054,1.0,1.0,54.2469101,5882.08447,1.0,14.7220669
7914.75732,1.0,24.8045444,478.285797,1.0,101.815201,96.4661713,1175.74341,1.0,22.6708984
4450.79443,20.907999,23.7137375,2128.75171,1.0,1.0,1.0,4293.50879,1.0,16.548172
9821.71777,3889.05176,1.0,1893.84204,1.0,86.5964584,1.0,1998.8551,1.0,361.904297
9821.71777,1826.91687,1.0,3105.89917,1.0,55.7305946,1.0,2392.79907,1.0,176.235657
8131.23047,1.0,71.0497284,2594.55249,1.0,1.0,1.0,3651.73999,1.0,20.3513756
5573.0625,1.0,222.667206,2665.51636,1.0,26.6551552,1.0,2942.72705,1.0,15.2613783
9646.61328,1.0,414.178528,1596.33838,1.0,78.438858,1.0,1860.07898,1.0,7.98626566
1730.93677,23.290966,116.521545,1876.88416,1.0,6.73170376,1.0,1485.50806,1.0,13.2158089
1074.60779,119.708534,33.3762474,3190.85034,1.0,1.0,58.2941475,1715.43835,1.0,24.1441822
9821.71777,973.377625,667.142761,1963.21887,60.9756203,1.0,1.0,4913.67236,1.0,98.2171707
9389.79688,43.7144508,102.735069,2969.31519,1.0,1.0,1.0,2246.79028,1.0,11.8636637
9821.71777,239.279892,25.7132072,1928.21899,1.0,1.0,1.0,820.469727,1.0,31.0590038
1094.11401,39.9542046,79.1475677,3219.67871,1.0,11.652154,1.0,4332.30322,1.0,12.4093771
2287.57397,40.679451,1459.02466,3554.52173,1.0,1.0,1.0,4655.52686,1.0,7.10497427
2864.38452,117.574333,12.6346283,1252.14954,1.0,46.5552635,1.0,2641.64868,1.0,43.7144508
7914.75732,1.0,36.1904297,3337.62646,59.3522987,70.4135666,697.830688,5327.98047,1.0,109.4114
6731.70508,1.0,264.164856,547.370422,1.0,57.2548866,228.757385,850.525879,1.0,29.9614315
9821.71777,3190.85034,1.0,2641.64868,1.0,69.7830658,121.881424,5002.86475,1.0,305.052765
9821.71777,76.3506241,20.1691456,729.930176,1.0,96.4661713,41.4178505,1445.96008,1.0,26.4164848
9821.71777,4141.78516,92.2239609,2713.89941,1.0,81.3123016,1.0,3162.27734,1.0,378.551544
9821.71777,339.820892,32.196785,3190.85034,1.0,1.0,1.0,1582.04517,1.0,56.7422142
9821.71777,704.135681,1.0,1321.58093,1.0,28.1331787,1.0,643.567078,1.0,75.6669617
9821.71777,1762.35669,1.0,3959.64551,1.0,71.6916733,1.0,1980.95691,1.0,155.383987
9821.71777,1794.3468,58.8208427,3398.20752,1.0,29.9614315,1.0,3133.96289,1.0,207.207886
4450.79443,1.0,26.6551552,2689.59961,1.0,37.1802673,1.0,3023.2124,1.0,17.7827969
1321.58093,28.3873596,655.248718,1826.91687,1.0,1.0,69.1582108,3278.12207,1.0,8.05842304
2480.45532,6.09756279,736.525208,410.469849,38.8905258,143.301254,1.0,3819.71655,1.0,26.4164848
5935.22754,1.0,324.876892,2267.09058,1.0,77.0404282,2.73841953,3522.69531,1.0,35.2269516
7365.25244,1.0,31.9084949,2147.98511,1.0,1.0,1.0,2594.55249,1.0,26.179945
1998.8551,1.0,222.667206,620.824463,17.7827969,42.9351044,913.981689,1485.50806,27.6316166,1.0
4613.84229,1.0,88.1683044,1730.93677,1.0,99.1045837,1.0,2458.24463,1.0,9.13981628
4104.70068,1.0,248.045517,2035.13733,1.0,25.2547894,1.0,3278.12207,1.0,17.7827969
9821.71777,649.381775,58.8208427,3078.0896,1.0,1.0,1.0,2942.72705,1.0,9.91045761
9821.71777,3554.52173,1.0,3133.96289,1.0,29.6931496,1.0,1055.44983,1.0,381.971832
9821.71777,327.812195,1.0,1762.35669,1.0,4.33230257,1.0,1700.07788,1.0,24.1441822
9821.71777,1.0,736.525208,2392.79907,19.8095684,17.0007782,1.0,7566.69678,1.0,44.91008
71.6916733,11.547821,108.431702,964.661743,1.0,1.0,1.0,1945.64075,2.54829693,1.0
964.661743,21.0969048,218.697525,2308.24146,1.0,1.0,1.0,2167.39258,1.0,39.2418976
9821.71777,973.377625,1.0,1567.87915,1.0,41.792057,1.0,1610.7616,1.0,115.47818
264.164856,9.64661694,29.1637764,4179.20508,1.0,1.0,1.0,3995.41968,1.0,11.0399923
1175.74341,149.892975,48.2607155,2969.31519,1.0,31.3396206,1.0,2246.79028,1.0,25.0286579
1240.93811,1.0,222.667206,2969.31519,1.0,1.0,1.0,3105.89917,1.0,8.50525856
9821.71777,4293.50879,1.0,5473.7041,1.0,106.49855,1.0,2525.47925,1.0,425.506561
3219.67871,1.0,49.5806885,4697.58789,1.0,122.982635,1.0,3190.85034,1.0,10.9411392
2713.89941,1.0,92.2239609,1794.3468,1.0,44.5079422,1.0,2942.72705,3.1622777,33.9820824
7566.69678,18.4342327,5.93522978,598.885559,1.0,49.1367302,1.0,1746.57605,1.0,12.6346283
9821.71777,873.788269,128.639725,3023.2124,1.0,71.6916733,1.0,5473.7041,1.0,117.574333
2246.79028,34.5989227,598.885559,2147.98511,86.5964584,18.2691669,2109.69116,1207.90063,1.0,62.0824471
5002.86475,11.3419447,55.7305946,2371.37427,1.0,86.5964584,1.0,2436.23291,1.0,13.3352156
4613.84229,36.1904297,324.876892,3133.96289,1.0,1.0,1.0,850.525879,1.0,1.0
2969.31519,1.42018116,339.820892,1321.58093,1.0,1.0,1.0,1963.21887,1.0,4.95806789
6853.89893,1.0,26.6551552,474.003113,1.0,79.1475677,85.0525894,716.916748,1.0,4.2169652
6152.65479,1.0,30.2321301,1197.08545,2.2875731,33.3762474,1.0,2502.86548,1.0,2.91637754
9821.71777,266.551636,9.64661694,1498.92981,1.0,18.2691669,913.981689,5988.85596,1.0,19.2821846
1094.11401,52.3299141,12.980196,1553.83997,1.0,1.0,6.91582155,2206.73389,1.0,9.05797863
237.137436,49.1367302,40.679451,1298.02002,1.0,1.0,201.691498,2641.64868,4.82607174,15.2613783
8659.64648,1.0,1009.03528,3959.64551,1.0,1.0,1.0,5376.11719,1.0,2.10969043
8429.10547,1.0,51.3969727,3522.69531,1.0,78.438858,1.0,4740.03369,1.0,14.7220669
9821.71777,749.894226,1945.64075,1826.91687,5.23299122,1.0,1.0,3959.64551,1.0,80.5842133
9821.71777,1746.57605,1.0,2813.31738,1.0,93.8980026,1.0,3619.04321,1.0,181.055817
6435.6709,33.6778069,37.1802673,1980.95691,1.0,1.0,1.0,4293.50879,1.0,32.196785
3105.89917,158.204514,19.1095314,956.023926,1.0,50.0286446,1.0,1459.02466,1.0,13.9486227
4869.67627,39.5964546,26.8959885,1567.87915,1.0,55.2315941,1.0,3367.78076,1.0,2.41441822
9821.71777,60.9756203,74.989418,2392.79907,1.0,1.0,1.0,3718.02637,1.0,2.83873606
4332.30322,62.0824471,54.7370377,2942.72705,1.0,1.0,1.0,4826.07422,1.0,15.9633865
9821.71777,567.422119,1.0,532.798035,1.0,38.5422897,1.0,2186.97534,1.0,106.49855
5674.22412,40.679451,34.2891159,2864.38452,1.0,53.279789,1.0,1472.20642,1.0,24.8045444
3889.05176,32.196785,704.135681,2053.52515,1.0,1.4330126,1.0,716.916748,1.0,25.0286579
9305.72266,1.0,194.564072,1567.87915,1.0,20.3513756,107.460777,5139.69629,1.0,1.0
9821.71777,2072.07886,1.0,3924.19189,1.0,4.45079422,1.0,3718.02637,1.0,189.384201
4410.94336,1.0,982.171753,2838.73608,1.0,1.0,1.0,2788.12744,1.0,14.2018137
9821.71777,3586.63916,1.0,2996.14331,1.0,72.3394165,1.0,5777.2168,1.0,324.876892
3619.04321,1.0,85.0525894,410.469849,15.820447,9.47463608,316.227875,850.525879,1.0,9.73377323
1407.46509,6.37804413,85.0525894,4141.78516,1.0,1.0,1.0,4255.06592,1.0,14.2018137
620.824463,1.0,2246.79028,513.969604,1.0,1.0,1.0,1512.4729,1.24093771,3.4598918
2838.73608,128.639725,577.721985,1778.27979,1.0,35.2269516,1.0,2813.31738,1.0,16.253149
9821.71777,542.469116,82.7882767,2916.37866,1.0,21.4798508,1.0,4869.67627,1.0,74.3179474
9821.71777,224.679031,22.4679031,2167.39258,1.0,1.5538398,1.0,2689.59961,1.0,23.7137375
3889.05176,1.0,20.720789,2548.29712,1.0,118.636635,1.0,3078.0896,1.0,39.5964546
9821.71777,777.36499,1.0,1980.95691,1.0,18.7688446,1.0,2890.26465,1.0,83.5362396
3995.41968,13.455698,23.290966,2226.67212,1.0,12.0790091,1.0,1445.96008,1.0,23.5014038
2371.37427,1.0,873.788269,3854.22998,1.0,4.33230257,1.0,5777.2168,1.0,1.0
3959.64551,1.0,24.5824394,4216.9668,1.0,30.2321301,1.0,2864.38452,1.0,28.3873596
2996.14331,1.0,170.007782,1485.50806,1.0,27.8812656,1.0,1369.99426,1.0,4.2169652
3428.9126,1.0,685.389526,2916.37866,1.0,89.7687302,1.0,7498.94629,1.0,12.4093771
4491.00586,1.0,1000.00012,4067.94434,1.0,1.0,1.0,2738.41992,1.0,30.5052814
9821.71777,620.824463,1.0,1810.55823,1.0,23.7137375,88.1683044,2016.91516,1.0,77.0404282
8737.88281,38.1971817,66.1168976,1640.0,1.0,189.384201,1.0,3162.27734,1.0,29.1637764
9821.71777,2641.64868,1.0,3078.0896,1.0,7.10497427,1.0,2267.09058,1.0,252.547897
4655.52686,1.0,24.8045444,2571.32153,1.0,67.9252701,1263.46289,2147.98511,1.0,29.1637764
9821.71777,3522.69531,1.0,1252.14954,1.0,44.109417,187.6884,3718.02637,1.0,388.905151
3398.20752,1.0,132.158096,3586.63916,1.0,11.547821,1.0,4450.79443,1.0,9.56023884
9821.71777,2763.16187,1.0,3023.2124,1.0,1.0,1.0,3337.62646,1.0,296.931488
9821.71777,1084.31702,74.989418,3819.71655,1.0,122.982635,99.1045837,3050.52905,1.0,109.4114
9821.71777,1730.93677,1.0,2548.29712,1.0,66.1168976,1.0,1963.21887,1.0,196.321884
9821.71777,557.305969,34.2891159,2502.86548,1.0,1.0,46.5552635,2665.51636,1.0,69.1582108
9821.71777,441.094086,2.59455276,1910.95313,1.0,55.2315941,1.0,2996.14331,1.0,81.3123016
9821.71777,2738.41992,132.158096,2641.64868,1.0,88.1683044,1.0,4572.52637,1.0,257.132141
9821.71777,1.0,30.2321301,1472.20642,1.0,9.47463608,1.0,1498.92981,1.0,1.0
9474.63965,1.0,39.5964546,2128.75171,1.0,37.8551521,1.0,2128.75171,1.0,14.3301258
5424.69385,1.0,21.6739235,2246.79028,1.0,30.2321301,8.20469666,1000.00012,1.0,31.0590038
6731.70508,1.0,930.572205,2186.97534,1.0,72.3394165,107.460777,805.842102,1.0,17.7827969
9821.71777,7566.69678,704.135681,805.842102,1.0,177.827972,2.48045444,4410.94336,1.0,1055.44983
9821.71777,4410.94336,330.773865,2864.38452,1.0,149.892975,1.0,4655.52686,1.0,417.920685
3684.73584,43.3230209,158.204514,4141.78516,1.0,1.0,1.0,4067.94434,1.0,26.179945
9821.71777,1553.83997,1.0,2763.16187,1.0,2.37137365,1.0,805.842102,1.0,145.902451
1036.63293,58.8208427,547.370422,1715.43835,1.0,42.5506554,1.0,2548.29712,1.0,7.10497427
2147.98511,38.8905258,24.8045444,2246.79028,1.0,56.7422142,76.3506241,3554.52173,1.0,24.5824394
9821.71777,3023.2124,1.0,3219.67871,1.0,1.0,1.0,2502.86548,1.0,276.316193
4782.85791,1.0,24.1441822,2689.59961,1.0,129.802002,1.0,4255.06592,1.0,24.1441822
9821.71777,414.178528,704.135681,2246.79028,1.0,31.0590038,1.0,637.804382,1.0,72.3394165
9821.71777,392.418976,557.305969,1553.83997,158.204514,29.1637764,5.72548771,2890.26465,1.0,75.6669617
2035.13733,58.2941475,69.1582108,1810.55823,1.0,1.0,1.0,1298.02002,1.0,11.3419447
9821.71777,743.179504,1.0,2147.98511,9.47463608,1.0,1.0,2072.07886,1.0,94.7463455
8582.10156,18.2691669,23.7137375,1945.64075,54.2469101,40.315197,1.0,2287.57397,1.0,26.8959885
8353.625,1.0,14.2018137,1553.83997,1.0,27.6316166,1.0,1700.07788,1.0,3.33762479
9821.71777,239.279892,153.992645,469.758972,1.0,142.018097,170.007782,1103.99951,1.0,47.400322
9821.71777,2502.86548,8.97687054,2186.97534,1.0,25.4829712,1.0,4782.85791,1.0,224.679031
2350.14063,44.91008,71.6916733,2713.89941,1.0,330.773865,437.144409,3162.27734,66.7142792,68.5389557
9821.71777,947.46344,1.0,667.142761,1.0,21.0969048,8.27882576,2890.26465,1.0,58.2941475
9821.71777,3248.76733,1.0,1945.64075,1.0,57.2548866,1.0,2969.31519,1.0,333.762482
2329.09668,57.7721939,37.1802673,4293.50879,1.0,1.0,1.0,4613.84229,1.0,23.9279938
9821.71777,716.916748,19.9885502,930.572205,1.0,273.84198,1.0,4826.07422,1.0,51.861351
5473.7041,1.0,140.746506,1240.93811,1.0,104.599907,20.5352497,1625.31506,1.0,49.5806885
9821.71777,922.239624,406.794403,2147.98511,1.0,151.247284,1.0,3889.05176,1.0,107.460777
5048.06396,28.6438427,37.5161972,2226.67212,1.0,1.0,1.0,5473.7041,1.0,4.6138401
3751.62085,1.0,67.9252701,798.62677,1.0,96.4661713,65.5248718,1498.92981,1.0,14.8550797
9821.71777,1654.81763,1.0,1274.87854,1.0,74.3179474,20.720789,2571.32153,1.0,148.550797
8131.23047,1.0,64.938179,1321.58093,1.0,145.902451,145.902451,2090.80054,1.0,16.6976871
1910.95313,11.3419447,25.2547894,2969.31519,1.0,46.5552635,1.0,2436.23291,1.0,16.548172
1778.27979,1.0,368.473572,2548.29712,1.0,1.0,1.0,3995.41968,1.0,12.2982635
9821.71777,3367.78076,1.0,1567.87915,1.0,27.138998,3.30773926,4141.78516,1.0,316.227875
2226.67212,58.8208427,1700.07788,2996.14331,1.0,98.2171707,1.0,7104.97363,1.0,4.45079422
5280.27002,23.5014038,31.9084949,2128.75171,1.0,53.279789,1.0,1567.87915,1.0,18.2691669
8659.64648,42.1696548,23.7137375,1345.57019,1.0,48.2607155,1.0,1860.07898,1.0,29.6931496
9222.40137,1.0,8.42910004,973.377625,1.0,93.0572205,5.98885489,1998.8551,1.0,24.8045444
9821.71777,3684.73584,1.0,2594.55249,1.0,14.3301258,6.15265417,4531.58496,1.0,414.178528
9821.71777,1197.08545,749.894226,4697.58789,1.0,6.55248833,1.0,4869.67627,1.0,115.47818
259.455231,106.49855,99.1045837,2641.64868,1.0,1.0,4.14178467,2890.26465,1.0,14.8550797
9821.71777,1.0,349.115204,3751.62085,1.0,1.0,1.0,6152.65479,1.0,17.7827969
9821.71777,2763.16187,1.0,2128.75171,1.0,66.1168976,1.0,3889.05176,1.0,316.227875
1980.95691,1.61076152,62.6433716,2436.23291,1.0,22.6708984,69.7830658,3459.8916,1.0,27.3841972
9139.81738,1.0,20.5352497,2458.24463,1.0,40.315197,1.0,3398.20752,1.0,37.5161972
3398.20752,58.2941475,44.91008,2072.07886,1.0,17.0007782,1.0,3959.64551,1.0,28.6438427
1876.88416,39.5964546,302.321381,2641.64868,1.0,70.4135666,23.5014038,2436.23291,1.0,13.3352156
6671.43115,1.0,55.7305946,1730.93677,1.0,1.0,1.0,3105.89917,1.0,1.0
9821.71777,2392.79907,1.0,2641.64868,1.0,56.7422142,1.0,3307.73877,1.0,228.757385
9057.98145,20.720789,21.0969048,1357.72705,1.0,43.3230209,1.0,2308.24146,1.0,5.04806614
7914.75732,1.0,441.094086,1998.8551,1.0,74.3179474,1.0,2371.37427,1.0,1.0
7843.89014,48.6967583,615.265442,1730.93677,1.0,44.109417,75.6669617,2969.31519,1.0,43.7144508
9139.81738,1.0,667.142761,2350.14063,1.0,55.7305946,1.0,4531.58496,1.0,7.77364969
2916.37866,3.27812099,36.5174141,2996.14331,1.0,1.0,1.0,4572.52637,1.0,15.1247272
9821.71777,1610.7616,1.0,2329.09668,1.0,36.5174141,1.0,2226.67212,1.0,187.6884
9821.71777,4371.44434,1.0,2890.26465,1.0,156.787903,1.0,3619.04321,1.0,449.1008
1980.95691,1.0,375.161896,1762.35669,1.0,8.97687054,1.0,1826.91687,1.0,16.1076145
9821.71777,5623.41309,1.0,2128.75171,1.0,120.790062,1.0,2942.72705,1.0,457.252625
6320.93359,1.0,16.253149,528.027222,1.0,176.235657,71.6916733,1094.11401,1.0,22.4679031
2502.86548,84.291008,296.931488,449.1008,54.2469101,38.1971817,46.1383972,7773.65039,1.0,28.1331787
9821.71777,478.285797,18.9384193,1134.19458,1.0,13.0974741,136.99942,2763.16187,1.0,86.5964584
9821.71777,777.36499,69.7830658,2502.86548,1.0,13.2158089,1.0,2329.09668,1.0,91.3981628
3219.67871,21.2875195,44.109417,667.142761,21.8697453,168.485489,537.611694,938.980103,13.6999416,21.0969048
8353.625,162.531494,45.3158379,1730.93677,1.0,52.3299141,4.41094112,3995.41968,1.0,47.400322
181.055817,22.6708984,33.9820824,2308.24146,1.0,1.0,1.0,1298.02002,4.53158331,23.0824184
991.045837,18.2691669,20.720789,429.351074,1.0,43.7144508,31.6227779,2525.47925,1.0,11.0399923
7843.89014,40.679451,51.3969727,1980.95691,1.0,41.4178505,1.0,1433.0127,1.0,24.8045444
1345.57019,17.3093719,52.3299141,2890.26465,1.0,10.9411392,29.9614315,2035.13733,1.0,19.8095684
3367.78076,79.1475677,1369.99426,1094.11401,18.7688446,13.455698,1.0,1715.43835,1.0,12.0790091
90.5797653,25.7132072,18.4342327,897.687378,1.0,1.0,30.5052814,1027.35071,1.0,28.1331787
9821.71777,342.891083,1.0,2969.31519,1.0,47.8285904,1.0,5048.06396,1.0,19.9885502
1567.87915,62.0824471,27.6316166,2035.13733,1.0,1.0,1.0,1064.98547,1.0,7.9147563
4410.94336,25.0286579,35.5452232,2641.64868,1.0,1.0,1.0,2392.79907,1.0,27.6316166
9821.71777,1669.76831,1.0,4067.94434,1.0,67.3170471,1.0,3586.63916,1.0,142.018097
1610.7616,26.179945,62.0824471,1175.74341,1.0,1.44595993,1.0,973.377625,1.0,13.3352156
736.525208,14.5902414,42.9351044,1582.04517,1.0,93.8980026,1.0,1018.15204,3.6517415,51.3969727
2548.29712,305.052765,1154.78186,1910.95313,1.0,28.3873596,1.0,1843.42334,1.0,50.4806595
7843.89014,1.0,39.2418976,604.296326,1.0,82.0469742,24.5824394,1000.00012,1.0,10.8431702
9821.71777,572.548889,1.0,2109.69116,1.0,44.5079422,1.0,1640.0,1.0,65.5248718
9821.71777,523.299133,27.8812656,1445.96008,1.0,48.6967583,1.0,2641.64868,1.0,42.5506554
2414.41821,74.989418,252.547897,2329.09668,1.0,4.33230257,1.0,2226.67212,1.0,9.47463608
9821.71777,964.661743,273.84198,2090.80054,1.0,61.5265427,1.0,4067.94434,1.0,70.4135666
3924.19189,2.52547908,55.2315941,2147.98511,1.0,97.3377609,1.0,3428.9126,1.0,23.290966
2594.55249,18.4342327,112.40387,2890.26465,1.0,1.0,1.0,4255.06592,1.0,34.9115219
5573.0625,1.0,798.62677,956.023926,6.67142725,42.1696548,8.58210468,4531.58496,1.0,18.4342327
9821.71777,1252.14954,1.0,673.170471,1.0,46.5552635,1.0,1553.83997,1.0,100.000008
4491.00586,84.291008,37.8551521,4450.79443,1.0,1.0,1.0,3491.15381,1.0,20.5352497
3522.69531,1.0,155.383987,3619.04321,1.0,59.3522987,1.0,3619.04321,1.0,39.5964546
9821.71777,913.981689,1.0,1980.95691,1.0,30.2321301,1.0,2525.47925,1.0,113.419456
4869.67627,56.2341309,75.6669617,2016.91516,1.0,1.0,1.0,2969.31519,1.0,23.0824184
9821.71777,140.746506,291.637848,3684.73584,1.0,1.0,1.0,3428.9126,1.0,36.8473473
8278.82813,1.0,75.6669617,2916.37866,1.0,62.0824471,1.0,2128.75171,1.0,18.9384193
8353.625,1.0,40.679451,1669.76831,1.0,18.7688446,139.486221,1998.8551,1.0,31.9084949
9057.98145,8.20469666,19.2821846,3162.27734,1.0,1.0,1.0,4655.52686,1.0,1.0
9821.71777,358.663727,39.5964546,2942.72705,1.0,1.0,1.0,4371.44434,1.0,51.861351
756.669617,1.0,80.5842133,1321.58093,1.0,33.6778069,1.0,1124.0387,4.25506592,13.8237228
9821.71777,2813.31738,1.0,2109.69116,1.0,32.4876862,1.0,2864.38452,1.0,239.279892
9821.71777,2350.14063,1.0,2525.47925,1.0,18.7688446,1.0,3819.71655,1.0,248.045517
7299.29883,1.0,79.1475677,2167.39258,1.0,1.0,18.1055851,1998.8551,1.0,5.72548771
3398.20752,1.0,632.093323,1810.55823,1.0,43.3230209,1.0,3133.96289,1.0,20.5352497
2890.26465,33.6778069,582.941467,2665.51636,1.0,50.4806595,1.0,2838.73608,1.0,1.0
532.798035,11.0399923,21.0969048,1963.21887,1.0,3.4598918,1.0,2392.79907,1.0,13.2158089
3651.73999,1.0,58.8208427,2267.09058,1.0,57.2548866,1.0,4067.94434,1.0,17.6235657
6978.30371,1.0,2713.89941,3459.8916,1.0,1.0,1.0,2267.09058,1.0,1.0
8582.10156,1.0,66.7142792,2617.99463,1.0,1.0,1.0,3751.62085,1.0,5.18613434
9821.71777,1045.99915,1.0,2329.09668,1.0,1.0,1.0,4255.06592,1.0,142.018097
108.431702,1.0,20.907999,4371.44434,1.0,5048.06396,604.296326,2072.07886,1.0,35.5452232
9821.71777,1420.18115,25.7132072,2763.16187,1.0,24.1441822,1.0,4491.00586,1.0,142.018097
9821.71777,336.778076,615.265442,1669.76831,23.9279938,26.6551552,1.0,1778.27979,1.0,16.6976871
6731.70508,1.0,90.5797653,2890.26465,1.0,5.04806614,1.0,2738.41992,1.0,15.5383978
4491.00586,24.8045444,241.441818,2594.55249,1.0,44.109417,1.0,3459.8916,1.0,25.4829712
8204.69336,1.0,43.3230209,2186.97534,1.0,1.0,1.0,3785.51563,1.0,14.7220669
3162.27734,8.27882576,136.99942,1843.42334,130.974716,1.0,1.0,1567.87915,9.30572128,48.2607155
2996.14331,28.3873596,29.4272766,3398.20752,1.0,1.0,1.0,4958.07031,1.0,8.05842304
9821.71777,276.316193,1.0,798.62677,1.0,39.2418976,1.0,1144.44214,1.0,3.19084907
9821.71777,1928.21899,33.0773964,1654.81763,1.0,93.0572205,44.109417,2996.14331,1.0,216.739243
6915.82129,1.0,319.084869,3105.89917,1.0,1.0,1.0,2525.47925,1.0,37.5161972
9821.71777,235.014038,44.109417,2167.39258,1.0,1.0,1.0,2864.38452,1.0,25.0286579
375.161896,77.0404282,69.1582108,3995.41968,1.0,1.0,1.0,5473.7041,1.0,30.5052814
9821.71777,365.174164,187.6884,2246.79028,1.0,9.82171917,1.0,3105.89917,1.0,60.9756203
5882.08447,1.0,61.5265427,930.572205,1.0,62.0824471,1.0,1512.4729,1.0,5.67422104
4655.52686,1.0,37.5161972,685.389526,1.0,47.400322,156.787903,991.045837,1.0,13.455698
1762.35669,28.6438427,42.1696548,1794.3468,1.0,1.0,1.0,2763.16187,1.0,33.0773964
3337.62646,16.548172,101.815201,2594.55249,1.0,1.0,1.0,2689.59961,1.0,18.6007843
4740.03369,1.0,51.3969727,3522.69531,1.0,46.5552635,1.0,3751.62085,1.0,25.9455299
9821.71777,3398.20752,1.0,2371.37427,1.0,2.66551566,1.0,2329.09668,1.0,375.161896
9821.71777,1229.82642,582.941467,2090.80054,1.0,9.56023884,1.0,1762.35669,1.0,102.735069
6208.24219,1.0,122.982635,1893.84204,1.0,1.0,1.0,3105.89917,1.0,7.43179607
9821.71777,2246.79028,1.0,3050.52905,1.0,73.6525192,1.0,3959.64551,1.0,230.824142
9821.71777,3367.78076,445.079437,1794.3468,1.0,29.1637764,1.0,4782.85791,1.0,261.799469
3751.62085,1.0,55.2315941,2436.23291,7.98626566,1.0,1.0,2206.73389,1.0,20.907999
2942.72705,12.2982635,1027.35071,552.315979,1.0,212.875153,1.0,3785.51563,1.0,32.196785
9821.71777,198.095688,299.614319,2246.79028,1.0,93.8980026,1.0,2308.24146,1.0,30.2321301
9821.71777,947.46344,1.0,1485.50806,1.0,111.397377,1.0,2571.32153,1.0,133.352158
9821.71777,2206.73389,1.0,2371.37427,1.0,17.0007782,1.0,3398.20752,1.0,214.798508
2502.86548,1.0,18.6007843,2090.80054,1.0,74.3179474,1.0,2864.38452,1.0,12.4093771
9821.71777,3459.8916,28.9026375,3050.52905,1.0,100.000008,84.291008,2916.37866,1.0,316.227875
181.055817,13.6999416,36.5174141,1186.36646,1.0,1.0,1.0,2480.45532,1.0,13.0974741
2996.14331,4.78285837,152.613831,1485.50806,1.0,46.9758873,1.0,1980.95691,1.0,19.8095684
9646.61328,1.0,155.383987,842.910095,1.0,83.5362396,1.0,1876.88416,1.0,33.6778069
113.419456,56.2341309,743.179504,3190.85034,1.0,1.0,1.0,2864.38452,1.0,19.1095314
