cLambda FITC,CD117 PE,CD20 PE-CF594,CD138 PC5.5,CD27 PC7,cKappa APC,CD45 A700,CD38 A750,CD56 BV421,CD19 BV510
9821.71777,3854.22998,1.0,1000.00012,1.0,97.3377609,1.0,2738.41992,1.0,368.473572
2969.31519,7.77364969,77.0404282,2035.13733,1.0,59.8885574,1.0,2414.41821,1.0,19.8095684
3023.2124,1.0,1134.19458,1134.19458,1.0,99.1045837,1.0,2414.41821,1.0,2.78812647
4869.67627,1.0,321.967865,2072.07886,1.0,53.279789,1.0,7233.94238,1.0,54.7370377
9821.71777,1625.31506,1.0,2480.45532,1.0,62.0824471,1.0,3889.05176,1.0,139.486221
7104.97363,1.0,649.381775,2942.72705,1.0,16.6976871,1.0,3105.89917,1.0,16.548172
9821.71777,2147.98511,1526.13831,6552.49072,118.636635,425.506561,4.33230257,9057.98145,1.0,201.691498
4371.44434,50.9367485,39.5964546,1445.96008,1.0,9.64661694,74.989418,2128.75171,1.0,18.1055851
1910.95313,1.0,2571.32153,2371.37427,50.9367485,70.4135666,1.0,4869.67627,1.0,9.91045761
9821.71777,491.367432,1.0,1064.98547,1.0,36.1904297,1.0,2571.32153,1.0,36.8473473
9821.71777,1197.08545,3105.89917,805.842102,1.0,55.7305946,1.0,4371.44434,1.0,136.99942
9821.71777,71.0497284,25.2547894,2267.09058,1.0,53.279789,8.27882576,3459.8916,1.0,30.2321301
9821.71777,1036.63293,1.0,3785.51563,1.0,1.0,1.0,4491.00586,1.0,120.790062
7986.26465,1.0,40.315197,2287.57397,1.0,9.82171917,1.0,2109.69116,1.0,12.7487841
3307.73877,11.547821,31.9084949,2246.79028,1.0,11.652154,1.0,1963.21887,2.22667193,14.4596004
5093.67676,46.1383972,368.473572,3133.96289,1.0,1.0,1.0,3522.69531,1.0,35.2269516
2738.41992,25.2547894,214.798508,2206.73389,1.0,1.0,1.0,1433.0127,1.0,11.240386
9821.71777,2665.51636,1.0,2109.69116,1.0,62.6433716,1.0,2738.41992,1.0,261.799469
2147.98511,1.0,40.315197,2392.79907,25.0286579,19.6321926,1.0,3651.73999,1.0,14.4596004
9821.71777,991.045837,465.552643,2864.38452,1.0,134.557022,1.0,7635.05908,1.0,126.346291
9821.71777,1762.35669,1.0,1369.99426,1.0,67.9252701,1.0,1197.08545,1.0,214.798508
9646.61328,11.7574329,77.736496,1910.95313,1.0,1.0,1.0,2996.14331,1.0,7.77364969
2502.86548,26.8959885,75.6669617,2167.39258,1.0,60.9756203,1.0,3854.22998,1.0,31.3396206
9821.71777,2167.39258,174.657608,1910.95313,1.0,136.99942,1.0,3398.20752,1.0,218.697525
3924.19189,1.0,28.3873596,2548.29712,1.0,38.8905258,1.0,3684.73584,1.0,10.9411392
2436.23291,1.0,43.7144508,1252.14954,1.0,19.6321926,1.0,2287.57397,1.0,11.4444189
9821.71777,2.0720787,194.564072,3105.89917,1.0,1.0,1.0,2763.16187,1.0,1.0
6097.56543,18.1055851,176.235657,2436.23291,1.0,79.1475677,18.1055851,1407.46509,1.0,46.9758873
3995.41968,37.5161972,2246.79028,5376.11719,1.0,1.0,1.0,6792.52393,1.0,36.5174141
3718.02637,1.0,749.894226,798.62677,5.09367561,63.2093315,1.0,2458.24463,1.0,12.5214977
2788.12744,1.0,1207.90063,2206.73389,1.0,55.2315941,1.0,2916.37866,1.0,4.49100733
4067.94434,1.0,361.904297,2186.97534,1.0,25.2547894,1.0,3190.85034,1.0,9.73377323
5139.69629,31.0590038,63.7804375,392.418976,4.65552616,17.6235657,500.286469,756.669617,4.57252645,14.3301258
905.797668,9.13981628,1165.21545,3162.27734,1.0,1.0,1.0,5093.67676,1.0,1.96321893
9821.71777,5048.06396,1.0,577.721985,1.0,56.2341309,1.0,1700.07788,1.0,449.1008
9821.71777,20.720789,245.824463,557.305969,5.28027153,111.397377,469.758972,982.171753,1.0,17.6235657
1610.7616,40.315197,542.469116,2788.12744,1.0,49.1367302,1.0,5424.69385,1.0,43.3230209
4531.58496,101.815201,2147.98511,478.285797,3.71802664,9.56023884,44.5079422,4293.50879,1.0,18.1055851
2392.79907,1.0,148.550797,4104.70068,1.0,1.0,1.0,3398.20752,1.0,42.9351044
5725.48926,1.0,1240.93811,1286.39722,2.86438417,1.0,1.0,1730.93677,1.0,22.6708984
2053.52515,70.4135666,207.207886,673.170471,1.0,14.5902414,7.77364969,1433.0127,1.0,26.8959885
9821.71777,1826.91687,1.0,3133.96289,1.0,107.460777,1.0,5623.41309,1.0,203.513718
9821.71777,1567.87915,22.6708984,2329.09668,1.0,1.0,1.0,1582.04517,1.0,136.99942
4913.67236,1.0,313.396271,679.252686,5.52315855,41.4178505,105.544983,770.404297,1.0,1.0
9821.71777,1298.02002,1.0,2109.69116,1.0,35.8663788,1.0,1274.87854,1.0,106.49855
138.237228,50.4806595,15.1247272,1715.43835,1.0,1.0,1.0,2813.31738,2.52547908,18.7688446
7914.75732,1.0,302.321381,1274.87854,1.11397386,46.1383972,1.0,3785.51563,1.0,28.3873596
2206.73389,50.0286446,107.460777,2594.55249,1.0,1.0,1.0,3684.73584,1.0,12.2982635
9821.71777,2053.52515,1.0,4332.30322,1.0,1.0,1.0,4531.58496,1.0,156.787903
4531.58496,1.0,1730.93677,667.142761,15.2613783,132.158096,1.0,3785.51563,1.0,15.5383978
850.525879,15.6787901,13.6999416,1357.72705,1.0,6.73170376,1.0,2525.47925,1.0,12.4093771
9821.71777,500.286469,103.663292,4613.84229,1.0,1.0,1.0,6320.93359,1.0,50.0286446
9821.71777,2890.26465,1.0,3248.76733,1.0,47.400322,1.0,3162.27734,1.0,276.316193
1928.21899,21.2875195,89.7687302,2713.89941,1.0,94.7463455,1.0,2246.79028,1.0,49.1367302
9821.71777,763.506287,316.227875,3367.78076,1.0,22.0673428,1.0,4531.58496,1.0,83.5362396
6853.89893,1.0,241.441818,858.21051,1.0,191.095322,135.77269,2942.72705,1.0,17.7827969
9821.71777,1018.15204,100.000008,4067.94434,1.0,1.0,1.0,5988.85596,1.0,109.4114
2813.31738,27.6316166,1252.14954,1094.11401,1.0,40.679451,1.0,3924.19189,1.0,10.1815176
1625.31506,28.1331787,4.06794453,1369.99426,69.7830658,27.8812656,1.0,3162.27734,1.0,20.720789
9305.72266,19.9885502,25.4829712,2969.31519,1.0,31.3396206,1.0,3023.2124,1.0,13.9486227
1357.72705,23.0824184,16.6976871,1175.74341,1.0,23.5014038,80.5842133,2502.86548,4.78285837,20.3513756
5829.41797,1.99885488,45.7252731,3219.67871,1.0,1.0,1.0,2571.32153,1.0,17.7827969
319.084869,28.3873596,59.8885574,2186.97534,1.0,1.0,16.548172,3278.12207,1.0,14.5902414
9821.71777,2147.98511,1.0,3751.62085,1.0,46.1383972,1.0,2371.37427,1.0,220.673386
3889.05176,23.0824184,37.5161972,1553.83997,1.0,81.3123016,1.0,3619.04321,1.0,15.9633865
7169.17139,1.0,189.384201,850.525879,14.2018137,27.8812656,2890.26465,3248.76733,1.0,9.13981628
9821.71777,2267.09058,1.0,1433.0127,1.0,33.3762474,5.77721786,6097.56543,1.0,212.875153
4782.85791,28.9026375,27.3841972,4031.52075,1.0,32.196785,1.0,5935.22754,1.0,11.3419447
9821.71777,349.115204,44.109417,2035.13733,1.0,1.0,1.0,3219.67871,1.0,21.8697453
9821.71777,3854.22998,1.0,2246.79028,1.0,18.2691669,1.0,4141.78516,1.0,371.802612
9821.71777,2206.73389,1.0,2641.64868,1.0,5.52315855,1.0,2617.99463,1.0,198.095688
9821.71777,784.388611,457.252625,2996.14331,1.0,57.2548866,1.0,3219.67871,1.0,58.8208427
9821.71777,1746.57605,1.0,3718.02637,1.0,77.0404282,2617.99463,3819.71655,1.0,184.342331
9821.71777,239.279892,259.455231,2942.72705,1.0,4.86967516,1.0,964.661743,1.0,33.9820824
5777.2168,1.0,98.2171707,2167.39258,1.0,73.6525192,3889.05176,2738.41992,1.0,29.1637764
9821.71777,330.773865,73.6525192,1810.55823,1.0,1.0,1.0,1582.04517,1.0,25.9455299
9305.72266,1.0,361.904297,2267.09058,1.0,122.982635,1.0,2890.26465,1.0,9.05797863
1945.64075,12.2982635,1669.76831,2502.86548,1.0,57.7721939,1.0,7498.94629,1.0,18.1055851
9139.81738,1.0,205.352493,2525.47925,71.0497284,33.9820824,1.0,3586.63916,1.0,35.5452232
9821.71777,2109.69116,1.0,3278.12207,1.0,88.1683044,1.0,1715.43835,1.0,224.679031
9821.71777,1197.08545,1.0,2350.14063,1.0,107.460777,1.0,2788.12744,1.0,107.460777
9821.71777,266.551636,25.9455299,1945.64075,1.0,1.0,1.0,2109.69116,1.0,55.2315941
9821.71777,324.876892,158.204514,2329.09668,1.0,69.7830658,673.170471,2371.37427,42.9351044,1.0
5002.86475,1.0,19.1095314,1860.07898,1.0,46.5552635,1.0,1928.21899,1.0,16.548172
2350.14063,60.9756203,30.5052814,441.094086,1.0,27.8812656,1.0,2480.45532,1.0,22.0673428
2788.12744,1.0,20.5352497,1893.84204,1.0,39.5964546,1.0,2436.23291,1.0,24.1441822
2813.31738,41.792057,33.0773964,2969.31519,1.0,5.57306051,1.0,1684.85498,1.0,30.7808952
9821.71777,2713.89941,1.0,655.248718,1.0,88.1683044,1.0,1730.93677,1.0,250.28653
4655.52686,28.6438427,209.080048,1654.81763,1.0,35.8663788,1.0,1746.57605,1.0,20.3513756
1998.8551,93.8980026,324.876892,1472.20642,1.0,16.1076145,1.0,813.123047,1.0,27.6316166
1084.31702,1.0,4216.9668,1321.58093,76.3506241,148.550797,1.0,5935.22754,1.0,1.0
3219.67871,7.56669569,38.5422897,2525.47925,1.0,127.487846,1.0,3190.85034,1.0,24.3623276
3586.63916,23.5014038,15.9633865,1669.76831,1.0,42.5506554,1.0,2969.31519,1.0,14.2018137
9821.71777,930.572205,1.0,1715.43835,1.0,51.3969727,81.3123016,3133.96289,1.0,117.574333
5777.2168,1.0,28.6438427,1669.76831,1.0,81.3123016,1.0,4067.94434,1.0,37.5161972
3219.67871,12.0790091,145.902451,3162.27734,1.0,118.636635,1.0,3522.69531,1.0,7.43179607
9821.71777,2617.99463,532.798035,3554.52173,1.0,3.39820838,1.0,4826.07422,1.0,237.137436
9821.71777,1715.43835,1.0,2942.72705,1.0,25.0286579,1.0,3718.02637,1.0,199.885513
2890.26465,81.3123016,74.989418,2287.57397,45.7252731,153.992645,729.930176,2788.12744,23.7137375,53.7611809
8816.83594,1.0,461.383972,2571.32153,1.0,1.0,1.0,3023.2124,1.0,1.0
3337.62646,4.53158331,100.000008,632.093323,1.0,116.521545,82.7882767,1610.7616,1.0,26.4164848
1826.91687,39.2418976,743.179504,1134.19458,82.0469742,69.7830658,1.0,2916.37866,1.0,38.8905258
4491.00586,29.6931496,164.0,2502.86548,1.0,250.28653,1.0,4697.58789,1.0,29.6931496
9821.71777,368.473572,1.10399914,2480.45532,1.0,26.8959885,88.96492,3248.76733,1.0,65.5248718
5139.69629,9.05797863,29.9614315,1433.0127,1.0,98.2171707,12.5214977,4491.00586,1.0,40.315197
9821.71777,1445.96008,20.720789,3105.89917,1.0,85.0525894,1.0,3718.02637,1.0,125.214951
9821.71777,469.758972,820.469727,2665.51636,1.0,108.431702,4.45079422,6978.30371,1.0,63.7804375
5523.15723,1.0,6.79252481,798.62677,1.0,40.315197,1.0,2890.26465,1.0,6.09756279
